Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
1; 9; 33; 72; 15; 6; 12; 8; 9; 30; 39; 13; 4; 2; 3; 8; 5; 8; 9; 13.1; 35.2; 82.5; 14.9; 6.2; 14.5; 4.0; 4.2; 11.9; 15.7; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 6.4; 6.3; 59; 1; 28; 29; 28; 20210712214116
2; 9; 33; 72; 15; 6; 12; 8; 9; 30; 39; 13; 4; 2; 3; 8; 5; 8; 9; 13.1; 35.2; 82.5; 14.9; 6.2; 14.5; 4.0; 4.2; 11.9; 15.7; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 6.4; 6.3; 59; 1; 28; 29; 28; 20210712214122
3; 9; 33; 72; 15; 6; 12; 8; 9; 30; 39; 13; 4; 2; 3; 8; 5; 8; 9; 13.1; 35.2; 82.5; 14.9; 6.2; 14.5; 4.0; 4.2; 11.9; 15.7; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 6.4; 6.3; 59; 1; 28; 29; 28; 20210712214122
4; 9; 33; 72; 15; 6; 12; 8; 9; 30; 39; 13; 4; 2; 3; 8; 5; 8; 9; 13.1; 35.2; 82.5; 14.9; 6.2; 14.5; 4.0; 4.2; 11.9; 15.7; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 6.4; 6.3; 59; 1; 28; 29; 28; 20210712214122
5; 8; 31; 63; 13; 6; 11; 8; 9; 31; 37; 13; 4; 2; 3; 8; 5; 8; 8; 13.1; 33.0; 75.6; 13.9; 6.2; 14.5; 4.0; 4.2; 12.3; 15.7; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 6.4; 6.3; 59; 1; 28; 29; 28; 20210712214123
6; 8; 31; 65; 14; 6; 11; 9; 9; 30; 38; 13; 4; 2; 3; 8; 5; 7; 8; 11.7; 33.0; 74.4; 13.9; 6.2; 13.3; 4.5; 4.2; 11.9; 14.9; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214123
7; 8; 32; 59; 13; 6; 11; 8; 9; 30; 34; 13; 4; 2; 3; 8; 5; 7; 8; 11.7; 34.1; 75.6; 13.9; 6.2; 13.3; 4.5; 4.2; 11.9; 15.3; 7.6; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214123
8; 8; 31; 60; 13; 6; 11; 8; 9; 31; 35; 12; 4; 2; 3; 8; 5; 7; 8; 11.7; 33.0; 74.4; 13.9; 6.2; 13.3; 4.5; 4.2; 12.3; 13.7; 7.0; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214124
9; 8; 31; 64; 14; 6; 11; 9; 9; 31; 37; 12; 4; 2; 3; 8; 5; 7; 8; 11.7; 33.0; 73.3; 13.9; 6.2; 13.3; 4.5; 4.2; 12.3; 14.1; 7.0; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214124
10; 8; 31; 65; 14; 6; 11; 9; 9; 32; 37; 12; 4; 2; 3; 8; 5; 7; 8; 11.7; 33.0; 73.3; 13.9; 6.2; 13.3; 4.0; 4.2; 12.7; 14.9; 7.0; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214125
11; 8; 32; 64; 14; 6; 11; 9; 9; 30; 37; 12; 4; 2; 3; 8; 5; 7; 8; 11.7; 34.1; 74.4; 13.9; 6.2; 13.3; 4.5; 4.2; 11.9; 14.9; 7.0; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214125
12; 8; 30; 63; 13; 5; 11; 9; 9; 32; 37; 12; 4; 2; 3; 8; 5; 7; 8; 11.7; 32.0; 71.0; 12.9; 5.2; 13.3; 4.5; 4.2; 12.7; 14.9; 7.0; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 29; 20210712214125
13; 8; 29; 62; 13; 5; 11; 8; 9; 32; 37; 12; 4; 2; 3; 8; 5; 7; 8; 11.7; 30.9; 67.6; 12.9; 5.2; 13.3; 4.0; 4.2; 12.7; 14.9; 7.0; 3.7; 1.9; 2.9; 7.2; 4.7; 5.6; 5.6; 59; 1; 28; 29; 28; 20210712214126
