Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
18; 10; 36; 74; 15; 6; 12; 10; 10; 36; 41; 14; 5; 2; 4; 9; 5; 9; 10; 14.6; 38.4; 88.2; 15.9; 6.2; 15.7; 5.0; 4.7; 14.3; 17.7; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 28; 29; 28; 20210712212114
19; 10; 35; 77; 16; 6; 13; 9; 10; 35; 42; 14; 5; 2; 4; 9; 5; 9; 10; 14.6; 37.3; 87.0; 14.9; 6.2; 14.5; 4.5; 4.7; 13.9; 16.5; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 28; 29; 28; 20210712212115
20; 10; 35; 76; 15; 6; 13; 10; 10; 35; 42; 14; 5; 2; 3; 9; 5; 9; 10; 14.6; 37.3; 87.0; 14.9; 6.2; 15.7; 5.0; 4.7; 13.9; 16.9; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 28; 29; 29; 20210712212115
21; 10; 35; 76; 15; 6; 12; 10; 10; 33; 41; 14; 5; 2; 3; 9; 5; 9; 10; 14.6; 37.3; 87.0; 14.9; 6.2; 14.5; 5.0; 4.7; 13.1; 16.5; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 28; 29; 28; 20210712212115
22; 10; 35; 76; 16; 6; 12; 10; 10; 34; 42; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 37.3; 87.0; 15.9; 6.2; 14.5; 5.0; 4.7; 13.5; 16.9; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 28; 29; 28; 20210712212116
23; 10; 36; 77; 16; 6; 12; 10; 10; 34; 42; 14; 5; 2; 3; 9; 5; 9; 10; 14.6; 37.3; 85.9; 14.9; 6.2; 14.5; 5.0; 4.7; 13.5; 16.9; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 28; 29; 28; 20210712212116
24; 10; 35; 74; 15; 6; 13; 10; 10; 34; 42; 14; 5; 2; 3; 9; 5; 9; 10; 14.6; 38.4; 85.9; 14.9; 6.2; 15.7; 5.0; 4.7; 13.5; 16.9; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 28; 29; 28; 20210712212117
25; 9; 35; 73; 15; 6; 12; 10; 10; 34; 42; 14; 5; 2; 4; 9; 5; 9; 10; 13.1; 37.3; 83.6; 14.9; 6.2; 14.5; 5.0; 4.7; 13.5; 16.9; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 28; 28; 28; 20210712212117
26; 10; 36; 78; 16; 6; 13; 10; 10; 35; 43; 14; 5; 2; 4; 9; 5; 9; 11; 14.6; 38.4; 89.3; 15.9; 6.2; 15.7; 5.0; 4.7; 13.9; 16.9; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 28; 29; 28; 20210712212118
27; 10; 36; 77; 16; 6; 13; 10; 10; 35; 42; 14; 5; 2; 4; 9; 5; 9; 11; 14.6; 38.4; 90.5; 15.9; 6.2; 15.7; 5.0; 4.7; 13.9; 17.3; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 28; 29; 29; 20210712212118
