Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
1; 10; 40; 84; 17; 7; 14; 11; 11; 36; 48; 15; 5; 2; 4; 9; 6; 9; 11; 14.6; 42.6; 96.2; 16.9; 7.3; 16.9; 5.5; 5.1; 14.3; 19.3; 8.8; 4.6; 1.9; 3.9; 8.1; 5.6; 7.2; 7.7; 59; 1; 29; 30; 29; 20210529191130
2; 10; 40; 84; 17; 7; 14; 11; 11; 36; 48; 15; 5; 2; 4; 9; 5; 9; 11; 14.6; 42.6; 96.2; 16.9; 7.3; 16.9; 5.5; 5.1; 14.3; 19.3; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 29; 30; 30; 20210529191133
3; 10; 40; 84; 17; 7; 14; 11; 11; 36; 48; 15; 5; 2; 4; 9; 5; 9; 11; 14.6; 42.6; 96.2; 16.9; 7.3; 16.9; 5.5; 5.1; 14.3; 19.3; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 29; 30; 29; 20210529191133
4; 10; 40; 84; 17; 7; 14; 11; 11; 36; 48; 15; 5; 2; 4; 9; 5; 9; 11; 14.6; 42.6; 96.2; 16.9; 7.3; 16.9; 5.5; 5.1; 14.3; 19.3; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 29; 30; 29; 20210529191134
5; 10; 40; 84; 17; 7; 14; 11; 11; 36; 48; 15; 5; 2; 4; 9; 5; 9; 11; 14.6; 42.6; 96.2; 16.9; 7.3; 16.9; 5.5; 5.1; 14.3; 19.3; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 29; 30; 30; 20210529191134
6; 10; 40; 75; 16; 7; 14; 11; 11; 36; 47; 15; 5; 2; 4; 9; 6; 9; 11; 14.6; 42.6; 85.9; 15.9; 7.3; 16.9; 5.5; 5.1; 14.3; 18.9; 8.8; 4.6; 1.9; 3.9; 8.1; 5.6; 7.2; 7.7; 59; 1; 29; 30; 29; 20210529191135
7; 10; 39; 79; 17; 7; 14; 10; 10; 35; 47; 15; 5; 2; 4; 9; 5; 9; 11; 14.6; 41.6; 87.0; 15.9; 7.3; 16.9; 5.5; 5.1; 14.3; 18.9; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 29; 30; 29; 20210529191135
8; 10; 39; 77; 16; 7; 13; 11; 10; 35; 46; 15; 5; 2; 4; 9; 5; 9; 11; 14.6; 41.6; 93.9; 16.9; 7.3; 16.9; 5.5; 5.1; 13.9; 18.9; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.7; 59; 1; 29; 30; 29; 20210529191136
9; 10; 39; 79; 17; 7; 13; 11; 10; 35; 46; 15; 5; 2; 4; 9; 5; 9; 10; 14.6; 41.6; 90.5; 16.9; 7.3; 15.7; 5.5; 4.7; 13.9; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 29; 30; 29; 20210529191136
10; 10; 38; 81; 17; 7; 13; 11; 11; 35; 46; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 40.5; 92.8; 16.9; 7.3; 15.7; 5.5; 5.1; 13.9; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529191137
