Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
1; 11; 39; 86; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 98.5; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 28; 28; 20210529184431
2; 11; 39; 87; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 99.6; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 27; 29; 28; 20210529184436
3; 11; 39; 87; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 99.6; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 28; 28; 20210529184436
4; 11; 39; 87; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 99.6; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 28; 29; 20210529184437
5; 11; 39; 87; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 99.6; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 29; 28; 20210529184437
6; 11; 39; 87; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 99.6; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 28; 28; 20210529184438
7; 11; 39; 87; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 41.6; 99.6; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 28; 29; 20210529184438
8; 11; 38; 83; 17; 7; 14; 10; 10; 38; 45; 15; 5; 2; 4; 10; 6; 9; 11; 16.0; 40.5; 96.2; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 9.0; 5.6; 7.2; 7.7; 59; 1; 28; 28; 28; 20210529184439
9; 10; 38; 85; 17; 7; 14; 10; 11; 38; 46; 15; 5; 2; 4; 9; 6; 9; 11; 14.6; 40.5; 97.3; 16.9; 7.3; 16.9; 5.0; 5.1; 15.1; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 5.6; 7.2; 7.7; 59; 1; 28; 29; 28; 20210529184439
10; 10; 38; 85; 17; 7; 14; 10; 11; 39; 46; 15; 5; 2; 4; 10; 6; 9; 11; 14.6; 40.5; 97.3; 16.9; 7.3; 16.9; 5.0; 5.1; 15.5; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 5.6; 7.2; 7.7; 59; 1; 28; 28; 28; 20210529184439
