Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
10; 6; 23; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210040
11; 6; 23; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210040
12; 6; 23; 50; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210040
13; 6; 23; 50; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210041
14; 6; 23; 51; 11; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 58.4; 11.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210041
15; 6; 23; 51; 11; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 58.4; 11.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210042
16; 6; 23; 51; 11; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 58.4; 11.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 29; 20210428210042
17; 6; 23; 51; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 58.4; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210042
18; 6; 23; 50; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 29; 20210428210043
19; 6; 23; 50; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210043
20; 6; 22; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210044
21; 6; 22; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210044
22; 6; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 29; 20210428210044
23; 5; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210045
24; 6; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 7.3; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210045
25; 5; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210046
26; 5; 22; 47; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 7.3; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210046
27; 5; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 7.3; 23.4; 53.8; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210046
28; 6; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 7.3; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 29; 20210428210047
29; 6; 22; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210047
30; 6; 23; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210048
31; 6; 23; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 29; 20210428210048
32; 6; 23; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210048
33; 6; 23; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210049
34; 6; 23; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210049
35; 6; 23; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210050
36; 6; 23; 48; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428210050
37; 6; 23; 48; 10; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210050
38; 6; 23; 49; 10; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 55.0; 10.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 29; 20210428210051
39; 6; 23; 49; 10; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428210051
