Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
10; 5; 21; 50; 10; 4; 8; 6; 6; 20; 26; 8; 3; 1; 2; 4; 3; 5; 6; 7.3; 22.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.5; 4.7; 2.7; 1.0; 1.9; 3.6; 2.8; 4.0; 4.2; 59; 1; 28; 30; 28; 20210428212733
11; 5; 21; 50; 10; 4; 8; 6; 6; 20; 26; 8; 3; 1; 2; 4; 3; 5; 6; 7.3; 22.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.5; 4.7; 2.7; 1.0; 1.9; 3.6; 2.8; 4.0; 4.2; 59; 1; 27; 29; 29; 20210428212733
12; 5; 21; 50; 10; 4; 8; 6; 6; 20; 26; 8; 3; 1; 2; 4; 3; 5; 6; 7.3; 22.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.5; 4.7; 2.7; 1.0; 1.9; 3.6; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428212734
13; 5; 21; 50; 10; 4; 8; 6; 6; 20; 26; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 22.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.5; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212734
14; 5; 21; 50; 10; 4; 8; 6; 6; 20; 26; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 22.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.5; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212735
15; 5; 21; 50; 10; 4; 8; 6; 6; 19; 26; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 22.4; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 7.6; 10.5; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 29; 20210428212735
16; 5; 20; 50; 10; 4; 8; 6; 6; 20; 25; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 21.3; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.5; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212735
17; 5; 20; 49; 10; 4; 8; 6; 6; 20; 25; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 21.3; 57.3; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.1; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212736
18; 5; 20; 49; 10; 4; 8; 6; 6; 20; 25; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 21.3; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.1; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212736
19; 5; 20; 49; 10; 4; 8; 6; 6; 20; 25; 8; 3; 1; 2; 5; 3; 5; 6; 7.3; 21.3; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 8.0; 10.1; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428212737
