Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
20; 10; 39; 85; 18; 7; 14; 10; 10; 39; 47; 15; 5; 2; 4; 9; 5; 9; 10; 14.6; 41.6; 97.3; 17.9; 7.3; 16.9; 5.0; 4.7; 15.5; 18.9; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 29; 30; 30; 20210529190821
21; 10; 37; 83; 17; 7; 13; 9; 10; 36; 46; 15; 5; 2; 4; 9; 5; 9; 10; 14.6; 40.5; 89.3; 16.9; 7.3; 15.7; 4.5; 4.7; 13.9; 18.5; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190821
22; 10; 37; 87; 18; 7; 14; 10; 10; 35; 46; 14; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 93.9; 16.9; 7.3; 15.7; 4.5; 4.7; 13.9; 18.1; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190822
23; 10; 37; 81; 17; 7; 13; 9; 10; 37; 45; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 39.4; 92.8; 16.9; 7.3; 15.7; 4.5; 4.7; 14.7; 18.1; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190822
24; 10; 37; 89; 18; 7; 13; 9; 10; 37; 45; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 93.9; 16.9; 7.3; 15.7; 4.5; 4.7; 14.3; 18.1; 8.2; 4.6; 1.9; 2.9; 7.2; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190823
25; 10; 37; 90; 18; 7; 14; 9; 10; 37; 46; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 103.1; 17.9; 7.3; 16.9; 4.5; 4.7; 14.7; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190823
26; 10; 37; 90; 18; 7; 14; 9; 10; 37; 46; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 103.1; 17.9; 7.3; 16.9; 4.5; 4.7; 14.7; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190823
27; 10; 37; 90; 18; 7; 14; 9; 10; 37; 46; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 103.1; 17.9; 7.3; 16.9; 4.5; 4.7; 14.7; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190824
28; 10; 37; 90; 18; 7; 14; 9; 10; 37; 46; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 103.1; 17.9; 7.3; 16.9; 4.5; 4.7; 14.7; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 30; 20210529190824
29; 10; 37; 90; 18; 7; 14; 9; 10; 37; 46; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 39.4; 103.1; 17.9; 7.3; 16.9; 4.5; 4.7; 14.7; 18.5; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190825
30; 10; 36; 83; 17; 7; 14; 9; 10; 36; 47; 14; 5; 2; 3; 8; 5; 8; 10; 14.6; 39.4; 97.3; 17.9; 7.3; 16.9; 5.0; 4.7; 14.7; 18.9; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 31; 29; 20210529190825
31; 10; 37; 86; 18; 7; 13; 10; 10; 37; 45; 15; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 98.5; 17.9; 7.3; 15.7; 5.0; 4.7; 14.7; 18.1; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190826
32; 10; 36; 86; 17; 7; 13; 9; 10; 36; 44; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 98.5; 17.9; 7.3; 15.7; 4.5; 4.7; 14.3; 17.7; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 30; 20210529190826
33; 10; 36; 86; 17; 7; 13; 9; 10; 37; 44; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 98.5; 16.9; 7.3; 15.7; 4.5; 4.7; 14.7; 17.7; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190827
34; 10; 36; 86; 17; 7; 13; 9; 10; 37; 44; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 98.5; 16.9; 7.3; 15.7; 4.5; 4.7; 14.7; 17.7; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190827
35; 10; 36; 86; 17; 7; 13; 9; 10; 37; 44; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 98.5; 16.9; 7.3; 15.7; 4.5; 4.7; 14.7; 17.7; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190828
36; 10; 36; 86; 17; 7; 13; 9; 10; 37; 44; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 99.6; 17.9; 7.3; 15.7; 4.5; 4.7; 14.7; 17.7; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190828
37; 10; 37; 84; 17; 7; 13; 9; 10; 35; 45; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 97.3; 16.9; 7.3; 15.7; 4.5; 4.7; 14.7; 18.1; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 30; 20210529190829
38; 10; 38; 83; 17; 7; 13; 9; 10; 36; 45; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 40.5; 98.5; 17.9; 7.3; 15.7; 5.0; 4.7; 14.3; 18.1; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190829
39; 10; 37; 81; 17; 7; 13; 9; 10; 35; 44; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 39.4; 93.9; 16.9; 7.3; 15.7; 4.5; 4.7; 13.9; 18.1; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190830
40; 10; 37; 82; 18; 7; 13; 9; 10; 35; 46; 14; 5; 2; 3; 8; 5; 8; 10; 14.6; 39.4; 93.9; 17.9; 7.3; 15.7; 4.5; 4.7; 13.9; 18.5; 8.2; 4.6; 1.9; 2.9; 7.2; 4.7; 6.4; 7.0; 59; 1; 29; 30; 30; 20210529190830
41; 10; 37; 86; 18; 7; 14; 10; 10; 36; 46; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 39.4; 98.5; 17.9; 7.3; 16.9; 5.0; 4.7; 13.5; 18.5; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190831
42; 10; 37; 87; 18; 7; 14; 10; 10; 36; 47; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 39.4; 99.6; 17.9; 7.3; 16.9; 5.0; 4.7; 14.3; 18.9; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 30; 20210529190831
43; 10; 37; 85; 18; 7; 14; 9; 10; 36; 46; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 39.4; 98.5; 17.9; 7.3; 16.9; 5.0; 4.7; 14.3; 18.9; 8.8; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 30; 20210529190832
44; 10; 35; 84; 17; 7; 13; 9; 9; 35; 43; 14; 5; 2; 4; 9; 5; 8; 10; 14.6; 37.3; 96.2; 16.9; 7.3; 15.7; 4.5; 4.2; 13.9; 17.3; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190832
45; 10; 38; 84; 17; 7; 13; 10; 10; 37; 43; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 97.3; 16.9; 7.3; 15.7; 4.5; 4.2; 13.9; 17.3; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 31; 30; 20210529190833
46; 10; 38; 86; 17; 7; 14; 10; 10; 37; 47; 15; 5; 2; 4; 9; 5; 9; 10; 14.6; 40.5; 98.5; 16.9; 7.3; 16.9; 5.0; 4.7; 14.7; 18.9; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 7.2; 7.0; 59; 1; 29; 30; 29; 20210529190833
47; 10; 38; 88; 18; 7; 14; 9; 10; 35; 45; 15; 5; 2; 3; 9; 5; 8; 10; 14.6; 40.5; 99.6; 17.9; 7.3; 16.9; 5.0; 4.7; 13.9; 18.9; 8.8; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190833
48; 10; 37; 82; 17; 7; 13; 9; 10; 36; 43; 15; 5; 2; 4; 9; 5; 9; 10; 14.6; 39.4; 95.1; 16.9; 7.3; 15.7; 4.5; 4.2; 13.9; 17.3; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 31; 29; 20210529190834
49; 10; 37; 83; 17; 7; 13; 9; 10; 36; 43; 14; 5; 2; 4; 9; 5; 8; 10; 14.6; 39.4; 95.1; 16.9; 7.3; 15.7; 4.5; 4.7; 14.3; 17.3; 8.2; 4.6; 1.9; 3.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190834
50; 9; 36; 81; 17; 7; 13; 9; 10; 36; 45; 14; 5; 2; 3; 9; 5; 8; 10; 14.6; 38.4; 93.9; 16.9; 7.3; 15.7; 4.5; 4.7; 14.3; 17.7; 8.2; 4.6; 1.9; 2.9; 8.1; 4.7; 6.4; 7.0; 59; 1; 29; 30; 29; 20210529190835
