Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
10; 6; 24; 57; 11; 4; 9; 6; 6; 22; 30; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 25.6; 65.3; 11.0; 4.2; 10.9; 3.0; 2.8; 8.7; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210825
11; 6; 24; 58; 11; 4; 9; 6; 6; 22; 30; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 25.6; 66.4; 11.0; 4.2; 10.9; 3.0; 2.8; 8.7; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210825
12; 6; 24; 59; 11; 4; 8; 6; 6; 22; 29; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 25.6; 67.6; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 27; 29; 28; 20210428210826
13; 6; 24; 59; 11; 4; 8; 6; 6; 21; 29; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 25.6; 67.6; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210826
14; 6; 24; 59; 11; 4; 8; 6; 6; 22; 29; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 25.6; 67.6; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210826
15; 6; 24; 58; 11; 4; 8; 6; 6; 22; 29; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 25.6; 66.4; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210827
16; 7; 24; 57; 11; 4; 8; 6; 7; 23; 30; 9; 3; 1; 2; 5; 3; 5; 7; 10.2; 25.6; 65.3; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210827
17; 7; 24; 55; 11; 4; 9; 6; 7; 23; 30; 9; 3; 1; 2; 5; 3; 5; 7; 10.2; 25.6; 64.1; 11.0; 4.2; 10.9; 3.0; 3.3; 9.1; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 27; 29; 28; 20210428210828
18; 7; 24; 55; 11; 4; 9; 6; 7; 23; 30; 9; 3; 1; 2; 5; 3; 5; 7; 10.2; 25.6; 63.0; 11.0; 4.2; 10.9; 3.0; 3.3; 9.1; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210828
19; 7; 23; 54; 11; 4; 9; 6; 7; 23; 30; 9; 3; 1; 2; 5; 3; 5; 7; 10.2; 25.6; 63.0; 11.0; 4.2; 10.9; 3.0; 3.3; 9.1; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 27; 29; 28; 20210428210828
20; 7; 23; 53; 11; 4; 9; 6; 7; 23; 29; 9; 3; 1; 2; 5; 3; 5; 7; 10.2; 24.5; 61.8; 11.0; 4.2; 10.9; 3.0; 3.3; 9.1; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 29; 20210428210829
21; 6; 23; 51; 10; 4; 9; 7; 7; 23; 29; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 24.5; 59.6; 11.0; 4.2; 10.9; 3.0; 3.3; 9.1; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210829
22; 6; 23; 50; 10; 4; 9; 7; 7; 23; 29; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 24.5; 58.4; 10.0; 4.2; 10.9; 3.5; 3.3; 9.1; 11.7; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 27; 29; 28; 20210428210830
23; 6; 23; 50; 11; 4; 9; 7; 7; 23; 30; 9; 3; 1; 2; 5; 3; 5; 7; 8.7; 24.5; 57.3; 10.0; 4.2; 10.9; 3.5; 3.3; 9.1; 12.1; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.9; 59; 1; 28; 29; 28; 20210428210830
