Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
10; 6; 23; 52; 11; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 59.6; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 29; 28; 20210428212356
11; 6; 23; 55; 11; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 63.0; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212357
12; 6; 23; 56; 11; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 64.1; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212357
13; 6; 23; 53; 10; 4; 8; 6; 6; 22; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 24.5; 63.0; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212358
14; 6; 22; 51; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 59.6; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212358
15; 6; 22; 49; 10; 4; 8; 6; 6; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 56.1; 10.0; 4.2; 9.7; 3.0; 2.8; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212358
16; 6; 22; 48; 10; 4; 8; 6; 7; 23; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 3.3; 9.1; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212359
17; 6; 22; 47; 10; 4; 8; 6; 7; 24; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 55.0; 10.0; 4.2; 9.7; 3.0; 3.3; 9.5; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212359
18; 6; 22; 47; 10; 4; 8; 6; 7; 24; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 53.8; 10.0; 4.2; 9.7; 3.0; 3.3; 9.5; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 28; 28; 20210428212400
19; 5; 22; 46; 10; 4; 8; 6; 6; 24; 28; 9; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 53.8; 10.0; 4.2; 9.7; 3.0; 3.3; 9.5; 11.3; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 28; 29; 28; 20210428212400
