Sample,; R (610nm); S (680nm); T (730nm); U (760nm); V (810nm); W (860nm); G (560nm); H (585nm); I (645nm); J (705nm); K (900nm); L (940nm); A (410nm); B (435nm); C (460nm); D (485nm); E (510nm); F (535nm); Cal. R (610nm); Cal. S (680nm); Cal. T (730nm); Cal. U (760nm); Cal. V (810nm); Cal. W (860nm); Cal. G (560nm); Cal. H (585nm); Cal. I (645nm); Cal. J (705nm); Cal. K (900nm); Cal. L (940nm); Cal. A (410nm); Cal. B (435nm); Cal. C (460nm); Cal. D (485nm); Cal. E (510nm); Cal. F (535nm); Int Time; Gain; Temp AS72651; Temp AS72652; Temp AS72653; Timestamp
10; 6; 22; 53; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 59.6; 11.0; 4.2; 9.7; 3.0; 2.8; 8.7; 10.9; 5.3; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 28; 28; 20210428204943
11; 6; 22; 53; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 60.7; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 28; 28; 20210428204944
12; 6; 22; 53; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 60.7; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204944
13; 6; 22; 53; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 60.7; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 29; 20210428204944
14; 6; 22; 53; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 60.7; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204945
15; 6; 22; 54; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 60.7; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 29; 20210428204945
16; 6; 22; 54; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 61.8; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204946
17; 6; 22; 54; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 61.8; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204946
18; 6; 22; 54; 11; 4; 8; 6; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 61.8; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204946
19; 6; 22; 55; 11; 4; 8; 5; 6; 21; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 61.8; 11.0; 4.2; 9.7; 3.0; 2.8; 8.4; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204947
20; 6; 22; 55; 11; 4; 8; 5; 6; 22; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 63.0; 11.0; 4.2; 9.7; 2.5; 2.8; 8.7; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204947
21; 6; 22; 55; 11; 4; 8; 5; 6; 22; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 63.0; 11.0; 4.2; 9.7; 2.5; 2.8; 8.7; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204948
22; 6; 22; 55; 11; 4; 8; 5; 6; 22; 27; 8; 3; 1; 2; 5; 3; 4; 6; 8.7; 23.4; 63.0; 11.0; 4.2; 9.7; 2.5; 2.8; 8.7; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 3.2; 4.2; 59; 1; 27; 28; 28; 20210428204948
23; 6; 22; 55; 11; 4; 8; 5; 6; 22; 27; 8; 3; 1; 2; 5; 3; 5; 6; 8.7; 23.4; 63.0; 11.0; 4.2; 9.7; 2.5; 2.8; 8.7; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 28; 28; 20210428204948
24; 6; 21; 53; 10; 4; 8; 5; 6; 22; 27; 8; 3; 1; 2; 5; 3; 5; 6; 8.7; 22.4; 61.8; 11.0; 4.2; 9.7; 2.5; 2.8; 8.7; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 28; 28; 20210428204949
25; 6; 21; 52; 10; 4; 8; 6; 6; 22; 27; 8; 3; 1; 2; 5; 3; 5; 6; 8.7; 22.4; 60.7; 10.0; 4.2; 9.7; 2.5; 2.8; 8.7; 10.9; 4.7; 2.7; 1.0; 1.9; 4.5; 2.8; 4.0; 4.2; 59; 1; 27; 28; 28; 20210428204949
